FUNC_BEGIN_1: event_handler 118; <Thread ID:140229832783936>
Store: 0x7f89c4bf6c94 Size: 2 ID: 2110 @Ln,Col: 592,9 Scope: do_item_remove; <Thread ID:140229755270912>
FUNC_END: do_item_remove 871; <Thread ID:140229755270912>
FUNC_END: complete_nread_ascii 74; <Thread ID:140229755270912>
FUNC_END: complete_nread 74; <Thread ID:140229755270912>
FUNC_BEGIN_1: update_event 91; <Thread ID:140229730092800>
FUNC_END: update_event 91; <Thread ID:140229730092800>
FUNC_BEGIN_1: conn_set_state 510; <Thread ID:140229730092800>
FUNC_END: conn_set_state 510; <Thread ID:140229730092800>
FUNC_END: drive_machine 123; <Thread ID:140229730092800>
FUNC_END: event_handler 123; <Thread ID:140229730092800>
FUNC_BEGIN_1: event_handler 124; <Thread ID:140229730092800>
FUNC_BEGIN_1: add_iov 79; <Thread ID:140229755270912>
FUNC_BEGIN_1: ensure_iov_space 79; <Thread ID:140229755270912>
FUNC_END: ensure_iov_space 79; <Thread ID:140229755270912>
FUNC_END: add_iov 79; <Thread ID:140229755270912>
FUNC_BEGIN_1: drive_machine 124; <Thread ID:140229730092800>
FUNC_BEGIN_1: lru_pull_tail 16045925; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bb8 Size: 8 ID: 310 @Ln,Col: 1161,27 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 298 DestID: 310; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd0 Size: 4 ID: 314 @Ln,Col: 1162,21 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 314; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 314; <Thread ID:140229704914688>
DEP: SrcID: 298 DestID: 314; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 353 @Ln,Col: 1171,28 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 310 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 314 DestID: 353; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd9 Size: 1 ID: 364 @Ln,Col: 1171,54 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 310 DestID: 364; <Thread ID:140229704914688>
DEP: SrcID: 314 DestID: 364; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 364; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd4 Size: 2 ID: 376 @Ln,Col: 1177,13 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 376; <Thread ID:140229704914688>
DEP: SrcID: 364 DestID: 376; <Thread ID:140229704914688>
Store: 0x7f89c4bf6bd4 Size: 2 ID: 378 @Ln,Col: 1177,13 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 364 DestID: 378; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bcc Size: 4 ID: 419 @Ln,Col: 1196,22 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 376 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 378 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 382 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 389 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 395 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 404 DestID: 419; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bcc Size: 4 ID: 424 @Ln,Col: 1196,46 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 378 DestID: 424; <Thread ID:140229704914688>
DEP: SrcID: 404 DestID: 424; <Thread ID:140229704914688>
DEP: SrcID: 419 DestID: 424; <Thread ID:140229704914688>
FUNC_BEGIN_1: item_is_flushed 674; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 87 @Ln,Col: 131,20 Scope: item_is_flushed; <Thread ID:140229704914688>
Load: 0x7f89c4bf6be0 Size: 8 ID: 96 @Ln,Col: 131,20 Scope: item_is_flushed; <Thread ID:140229704914688>
DEP: SrcID: 87 DestID: 96; <Thread ID:140229704914688>
DEP: SrcID: 90 DestID: 96; <Thread ID:140229704914688>
DEP: SrcID: 93 DestID: 96; <Thread ID:140229704914688>
FUNC_END: item_is_flushed 674; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 702 @Ln,Col: 1280,29 Scope: lru_pull_tail; <Thread ID:140229704914688>
FUNC_BEGIN_1: do_item_remove 872; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd4 Size: 2 ID: 2108 @Ln,Col: 592,9 Scope: do_item_remove; <Thread ID:140229704914688>
Store: 0x7f89c4bf6bd4 Size: 2 ID: 2110 @Ln,Col: 592,9 Scope: do_item_remove; <Thread ID:140229704914688>
FUNC_END: do_item_remove 872; <Thread ID:140229704914688>
FUNC_END: lru_pull_tail 16045925; <Thread ID:140229704914688>
FUNC_BEGIN_1: transmit 149; <Thread ID:140229755270912>
FUNC_END: transmit 149; <Thread ID:140229755270912>
FUNC_BEGIN_1: try_read_network 91; <Thread ID:140229730092800>
FUNC_BEGIN_1: transmit 150; <Thread ID:140229755270912>
FUNC_END: try_read_network 91; <Thread ID:140229730092800>
FUNC_END: transmit 150; <Thread ID:140229755270912>
FUNC_BEGIN_1: conn_set_state 511; <Thread ID:140229730092800>
FUNC_BEGIN_1: conn_set_state 511; <Thread ID:140229755270912>
FUNC_END: conn_set_state 511; <Thread ID:140229755270912>
FUNC_END: conn_set_state 512; <Thread ID:140229730092800>
FUNC_BEGIN_1: lru_pull_tail 16045926; <Thread ID:140229704914688>
FUNC_BEGIN_1: reset_cmd_handler 92; <Thread ID:140229755270912>
Load: 0x7f89c4bf6c78 Size: 8 ID: 310 @Ln,Col: 1161,27 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 298 DestID: 310; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c90 Size: 4 ID: 314 @Ln,Col: 1162,21 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 314; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 314; <Thread ID:140229704914688>
DEP: SrcID: 298 DestID: 314; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c97 Size: 1 ID: 353 @Ln,Col: 1171,28 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 310 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 314 DestID: 353; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c99 Size: 1 ID: 364 @Ln,Col: 1171,54 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 310 DestID: 364; <Thread ID:140229704914688>
DEP: SrcID: 314 DestID: 364; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 364; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c94 Size: 2 ID: 376 @Ln,Col: 1177,13 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 376; <Thread ID:140229704914688>
DEP: SrcID: 364 DestID: 376; <Thread ID:140229704914688>
Store: 0x7f89c4bf6c94 Size: 2 ID: 378 @Ln,Col: 1177,13 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 364 DestID: 378; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c8c Size: 4 ID: 419 @Ln,Col: 1196,22 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 376 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 378 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 382 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 389 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 395 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 404 DestID: 419; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c8c Size: 4 ID: 424 @Ln,Col: 1196,46 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 378 DestID: 424; <Thread ID:140229704914688>
DEP: SrcID: 404 DestID: 424; <Thread ID:140229704914688>
DEP: SrcID: 419 DestID: 424; <Thread ID:140229704914688>
FUNC_BEGIN_1: item_is_flushed 675; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c97 Size: 1 ID: 87 @Ln,Col: 131,20 Scope: item_is_flushed; <Thread ID:140229704914688>
Load: 0x7f89c4bf6ca0 Size: 8 ID: 96 @Ln,Col: 131,20 Scope: item_is_flushed; <Thread ID:140229704914688>
DEP: SrcID: 87 DestID: 96; <Thread ID:140229704914688>
DEP: SrcID: 90 DestID: 96; <Thread ID:140229704914688>
DEP: SrcID: 93 DestID: 96; <Thread ID:140229704914688>
FUNC_END: item_is_flushed 675; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c97 Size: 1 ID: 488 @Ln,Col: 1224,22 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 481 DestID: 488; <Thread ID:140229704914688>
FUNC_BEGIN_1: do_item_unlink_q 145; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c98 Size: 1 ID: 2230 @Ln,Col: 456,23 Scope: do_item_unlink_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c98 Size: 1 ID: 2236 @Ln,Col: 457,23 Scope: do_item_unlink_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c70 Size: 8 ID: 2247 @Ln,Col: 461,21 Scope: do_item_unlink_q; <Thread ID:140229704914688>
DEP: SrcID: 2176 DestID: 2247; <Thread ID:140229704914688>
DEP: SrcID: 2230 DestID: 2247; <Thread ID:140229704914688>
DEP: SrcID: 2236 DestID: 2247; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c78 Size: 8 ID: 2258 @Ln,Col: 465,21 Scope: do_item_unlink_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c70 Size: 8 ID: 2264 @Ln,Col: 470,13 Scope: do_item_unlink_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c78 Size: 8 ID: 2278 @Ln,Col: 471,13 Scope: do_item_unlink_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c98 Size: 1 ID: 2292 @Ln,Col: 472,15 Scope: do_item_unlink_q; <Thread ID:140229704914688>
DEP: SrcID: 2288 DestID: 2292; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c99 Size: 1 ID: 2300 @Ln,Col: 480,37 Scope: do_item_unlink_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c96 Size: 1 ID: 2306 @Ln,Col: 480,37 Scope: do_item_unlink_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c90 Size: 4 ID: 2311 @Ln,Col: 480,37 Scope: do_item_unlink_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c97 Size: 1 ID: 2316 @Ln,Col: 480,37 Scope: do_item_unlink_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c98 Size: 1 ID: 2327 @Ln,Col: 480,21 Scope: do_item_unlink_q; <Thread ID:140229704914688>
DEP: SrcID: 2316 DestID: 2327; <Thread ID:140229704914688>
FUNC_END: do_item_unlink_q 145; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c98 Size: 1 ID: 768 @Ln,Col: 1301,31 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 767 DestID: 768; <Thread ID:140229704914688>
Store: 0x7f89c4bf6c98 Size: 1 ID: 774 @Ln,Col: 1301,29 Scope: lru_pull_tail; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c98 Size: 1 ID: 778 @Ln,Col: 1302,29 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 728 DestID: 778; <Thread ID:140229704914688>
DEP: SrcID: 774 DestID: 778; <Thread ID:140229704914688>
Store: 0x7f89c4bf6c98 Size: 1 ID: 782 @Ln,Col: 1302,29 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 728 DestID: 782; <Thread ID:140229704914688>
DEP: SrcID: 774 DestID: 782; <Thread ID:140229704914688>
FUNC_BEGIN_1: item_link_q 148; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c98 Size: 1 ID: 1593 @Ln,Col: 442,39 Scope: item_link_q; <Thread ID:140229704914688>
FUNC_BEGIN_1: do_item_link_q 148; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c98 Size: 1 ID: 2393 @Ln,Col: 418,23 Scope: do_item_link_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c98 Size: 1 ID: 2399 @Ln,Col: 419,23 Scope: do_item_link_q; <Thread ID:140229704914688>
Store: 0x7f89c4bf6c78 Size: 8 ID: 2405 @Ln,Col: 422,14 Scope: do_item_link_q; <Thread ID:140229704914688>
Store: 0x7f89c4bf6c70 Size: 8 ID: 2410 @Ln,Col: 423,14 Scope: do_item_link_q; <Thread ID:140229704914688>
DEP: SrcID: 2405 DestID: 2410; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c70 Size: 8 ID: 2413 @Ln,Col: 424,13 Scope: do_item_link_q; <Thread ID:140229704914688>
DEP: SrcID: 2410 DestID: 2413; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c70 Size: 8 ID: 2419 @Ln,Col: 424,23 Scope: do_item_link_q; <Thread ID:140229704914688>
DEP: SrcID: 2393 DestID: 2419; <Thread ID:140229704914688>
DEP: SrcID: 2399 DestID: 2419; <Thread ID:140229704914688>
DEP: SrcID: 2410 DestID: 2419; <Thread ID:140229704914688>
DEP: SrcID: 2413 DestID: 2419; <Thread ID:140229704914688>
Store: 0x7f89c4bf6c18 Size: 8 ID: 2421 @Ln,Col: 424,34 Scope: do_item_link_q; <Thread ID:140229704914688>
DEP: SrcID: 2393 DestID: 2421; <Thread ID:140229704914688>
DEP: SrcID: 2399 DestID: 2421; <Thread ID:140229704914688>
DEP: SrcID: 2410 DestID: 2421; <Thread ID:140229704914688>
DEP: SrcID: 2413 DestID: 2421; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c98 Size: 1 ID: 2436 @Ln,Col: 427,15 Scope: do_item_link_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c99 Size: 1 ID: 2444 @Ln,Col: 435,37 Scope: do_item_link_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c96 Size: 1 ID: 2450 @Ln,Col: 435,37 Scope: do_item_link_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c90 Size: 4 ID: 2455 @Ln,Col: 435,37 Scope: do_item_link_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c97 Size: 1 ID: 2460 @Ln,Col: 435,37 Scope: do_item_link_q; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c98 Size: 1 ID: 2471 @Ln,Col: 435,21 Scope: do_item_link_q; <Thread ID:140229704914688>
DEP: SrcID: 2460 DestID: 2471; <Thread ID:140229704914688>
FUNC_END: do_item_link_q 148; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c98 Size: 1 ID: 1601 @Ln,Col: 444,41 Scope: item_link_q; <Thread ID:140229704914688>
FUNC_END: item_link_q 148; <Thread ID:140229704914688>
FUNC_BEGIN_1: do_item_remove 873; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c94 Size: 2 ID: 2108 @Ln,Col: 592,9 Scope: do_item_remove; <Thread ID:140229704914688>
Store: 0x7f89c4bf6c94 Size: 2 ID: 2110 @Ln,Col: 592,9 Scope: do_item_remove; <Thread ID:140229704914688>
FUNC_END: do_item_remove 873; <Thread ID:140229704914688>
FUNC_END: lru_pull_tail 16045926; <Thread ID:140229704914688>
FUNC_BEGIN_1: conn_shrink 92; <Thread ID:140229755270912>
FUNC_END: conn_shrink 92; <Thread ID:140229755270912>
FUNC_BEGIN_1: conn_set_state 513; <Thread ID:140229755270912>
FUNC_END: conn_set_state 513; <Thread ID:140229755270912>
FUNC_END: reset_cmd_handler 92; <Thread ID:140229755270912>
FUNC_BEGIN_1: update_event 92; <Thread ID:140229755270912>
FUNC_END: update_event 92; <Thread ID:140229755270912>
FUNC_BEGIN_1: conn_set_state 514; <Thread ID:140229755270912>
FUNC_END: conn_set_state 514; <Thread ID:140229755270912>
FUNC_END: drive_machine 124; <Thread ID:140229755270912>
FUNC_END: event_handler 124; <Thread ID:140229755270912>
FUNC_BEGIN_1: event_handler 125; <Thread ID:140229755270912>
FUNC_BEGIN_1: try_read_command 76; <Thread ID:140229730092800>
FUNC_BEGIN_1: lru_pull_tail 16045927; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bb8 Size: 8 ID: 310 @Ln,Col: 1161,27 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 298 DestID: 310; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd0 Size: 4 ID: 314 @Ln,Col: 1162,21 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 314; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 314; <Thread ID:140229704914688>
DEP: SrcID: 298 DestID: 314; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 353 @Ln,Col: 1171,28 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 310 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 314 DestID: 353; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd9 Size: 1 ID: 364 @Ln,Col: 1171,54 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 310 DestID: 364; <Thread ID:140229704914688>
DEP: SrcID: 314 DestID: 364; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 364; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd4 Size: 2 ID: 376 @Ln,Col: 1177,13 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 376; <Thread ID:140229704914688>
DEP: SrcID: 364 DestID: 376; <Thread ID:140229704914688>
Store: 0x7f89c4bf6bd4 Size: 2 ID: 378 @Ln,Col: 1177,13 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 364 DestID: 378; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bcc Size: 4 ID: 419 @Ln,Col: 1196,22 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 376 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 378 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 382 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 389 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 395 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 404 DestID: 419; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bcc Size: 4 ID: 424 @Ln,Col: 1196,46 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 378 DestID: 424; <Thread ID:140229704914688>
DEP: SrcID: 404 DestID: 424; <Thread ID:140229704914688>
DEP: SrcID: 419 DestID: 424; <Thread ID:140229704914688>
FUNC_BEGIN_1: item_is_flushed 676; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 87 @Ln,Col: 131,20 Scope: item_is_flushed; <Thread ID:140229704914688>
Load: 0x7f89c4bf6be0 Size: 8 ID: 96 @Ln,Col: 131,20 Scope: item_is_flushed; <Thread ID:140229704914688>
DEP: SrcID: 87 DestID: 96; <Thread ID:140229704914688>
DEP: SrcID: 90 DestID: 96; <Thread ID:140229704914688>
DEP: SrcID: 93 DestID: 96; <Thread ID:140229704914688>
FUNC_END: item_is_flushed 676; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 702 @Ln,Col: 1280,29 Scope: lru_pull_tail; <Thread ID:140229704914688>
FUNC_BEGIN_1: do_item_remove 874; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd4 Size: 2 ID: 2108 @Ln,Col: 592,9 Scope: do_item_remove; <Thread ID:140229704914688>
Store: 0x7f89c4bf6bd4 Size: 2 ID: 2110 @Ln,Col: 592,9 Scope: do_item_remove; <Thread ID:140229704914688>
FUNC_END: do_item_remove 874; <Thread ID:140229704914688>
FUNC_END: lru_pull_tail 16045927; <Thread ID:140229704914688>
FUNC_BEGIN_1: drive_machine 125; <Thread ID:140229755270912>
FUNC_BEGIN_1: process_command 76; <Thread ID:140229730092800>
FUNC_BEGIN_1: add_msghdr 150; <Thread ID:140229730092800>
FUNC_END: add_msghdr 150; <Thread ID:140229730092800>
FUNC_BEGIN_1: try_read_network 92; <Thread ID:140229755270912>
FUNC_BEGIN_1: tokenize_command 76; <Thread ID:140229730092800>
FUNC_BEGIN_1: lru_pull_tail 16045928; <Thread ID:140229704914688>
FUNC_END: lru_pull_tail 16045928; <Thread ID:140229704914688>
FUNC_END: try_read_network 92; <Thread ID:140229755270912>
FUNC_BEGIN_1: conn_set_state 515; <Thread ID:140229755270912>
FUNC_END: conn_set_state 515; <Thread ID:140229755270912>
FUNC_END: tokenize_command 76; <Thread ID:140229730092800>
FUNC_BEGIN_1: try_read_command 76; <Thread ID:140229755270912>
FUNC_BEGIN_1: lru_pull_tail 16045929; <Thread ID:140229704914688>
FUNC_END: lru_pull_tail 16045929; <Thread ID:140229704914688>
FUNC_BEGIN_1: process_update_command 75; <Thread ID:140229730092800>
FUNC_BEGIN_1: set_noreply_maybe 75; <Thread ID:140229730092800>
FUNC_END: set_noreply_maybe 75; <Thread ID:140229730092800>
FUNC_BEGIN_1: realtime 75; <Thread ID:140229730092800>
FUNC_END: realtime 75; <Thread ID:140229730092800>
FUNC_BEGIN_1: process_command 76; <Thread ID:140229755270912>
FUNC_BEGIN_1: lru_pull_tail 16045930; <Thread ID:140229704914688>
FUNC_BEGIN_1: do_item_alloc 75; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bb8 Size: 8 ID: 310 @Ln,Col: 1161,27 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 298 DestID: 310; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd0 Size: 4 ID: 314 @Ln,Col: 1162,21 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 314; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 314; <Thread ID:140229704914688>
DEP: SrcID: 298 DestID: 314; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 353 @Ln,Col: 1171,28 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 310 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 314 DestID: 353; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd9 Size: 1 ID: 364 @Ln,Col: 1171,54 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 310 DestID: 364; <Thread ID:140229704914688>
DEP: SrcID: 314 DestID: 364; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 364; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd4 Size: 2 ID: 376 @Ln,Col: 1177,13 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 376; <Thread ID:140229704914688>
DEP: SrcID: 364 DestID: 376; <Thread ID:140229704914688>
Store: 0x7f89c4bf6bd4 Size: 2 ID: 378 @Ln,Col: 1177,13 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 364 DestID: 378; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bcc Size: 4 ID: 419 @Ln,Col: 1196,22 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 376 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 378 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 382 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 389 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 395 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 404 DestID: 419; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bcc Size: 4 ID: 424 @Ln,Col: 1196,46 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 378 DestID: 424; <Thread ID:140229704914688>
DEP: SrcID: 404 DestID: 424; <Thread ID:140229704914688>
DEP: SrcID: 419 DestID: 424; <Thread ID:140229704914688>
FUNC_BEGIN_1: item_is_flushed 677; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 87 @Ln,Col: 131,20 Scope: item_is_flushed; <Thread ID:140229704914688>
Load: 0x7f89c4bf6be0 Size: 8 ID: 96 @Ln,Col: 131,20 Scope: item_is_flushed; <Thread ID:140229704914688>
DEP: SrcID: 87 DestID: 96; <Thread ID:140229704914688>
DEP: SrcID: 90 DestID: 96; <Thread ID:140229704914688>
DEP: SrcID: 93 DestID: 96; <Thread ID:140229704914688>
FUNC_END: item_is_flushed 677; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 702 @Ln,Col: 1280,29 Scope: lru_pull_tail; <Thread ID:140229704914688>
FUNC_BEGIN_1: do_item_remove 875; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd4 Size: 2 ID: 2108 @Ln,Col: 592,9 Scope: do_item_remove; <Thread ID:140229704914688>
Store: 0x7f89c4bf6bd4 Size: 2 ID: 2110 @Ln,Col: 592,9 Scope: do_item_remove; <Thread ID:140229704914688>
FUNC_END: do_item_remove 875; <Thread ID:140229704914688>
FUNC_END: lru_pull_tail 16045930; <Thread ID:140229704914688>
FUNC_END: lru_maintainer_juggle 5348575; <Thread ID:140229704914688>
FUNC_BEGIN_1: item_make_header 75; <Thread ID:140229730092800>
FUNC_END: item_make_header 75; <Thread ID:140229730092800>
FUNC_BEGIN_1: slabs_clsid 75; <Thread ID:140229730092800>
FUNC_END: slabs_clsid 75; <Thread ID:140229730092800>
FUNC_BEGIN_1: do_item_alloc_pull 75; <Thread ID:140229730092800>
FUNC_BEGIN_1: slabs_alloc 75; <Thread ID:140229730092800>
